video_id,comment,sentiment,negative_words,positive_words,neutral_words
qgTYEgEzc6S,new yorker artichoke pizza delicious,positive,[':'],[''],['']
z9CDgpV9x9M,brilliant vlog thanks showcasing fantastic burmese chef delicious burmese food,positive,"[': brilliant', 'thanks', 'fantastic', 'delicious']","['brilliant', 'thanks', 'fantastic', 'delicious']","['vlog', 'showcasing', 'burmese', 'chef', 'food']"
0bviAcgrD2U,👍👍👍,positive,[': 👍👍👍'],['👍👍👍'],['s: 👍👍👍']
htBBTjCPZr8,beautiful delicious mouth watering pancake bread breakfast amazing,positive,"[': beautiful', 'delicious', 'mouth-watering', 'amazing']","['beautiful', 'delicious', 'mouth-watering', 'amazing']","['s: beautiful', 'delicious', 'mouth-watering', 'amazing']"
_L0WLUsadBw,omgggggg heaven love y’all much,positive,[':'],[''],['']
mdQjlDPcjJY,everything look scrumptious could eat whole empanada lol😁,positive,"['ve words: scrumptious', 'eat', 'lol', '😁']","['scrumptious', 'eat', 'lol', '😁']","['everything', 'whole', 'empanada']"
oZxGHqZHEjT,banter sarah lucas add video,positive,"[': banter', 'video']","['banter', 'video']","['sarah', 'lucas', 'add']"
bYA5vpvipo6,halal guy rd sooooooo good brobrthat decline crazy best halal truck bx queen hand,positive,"[': good', 'crazy', 'best', 'hand']","['good', 'crazy', 'best', 'hand']","['halal', 'guy', 'rd', 'decline', 'halal truck', 'bx', 'queen']"
hJGQYo97l2v,crazy ¡¡¡ thanks¡¡¡,positive,[': thanks'],['thanks'],['crazy']
g4faUbKZdL2,sososo beautiful,positive,['ve words: beautiful'],['beautiful'],['ive words: beautiful']
K3aAMQmBdff,love pub crawl activisim😊,positive,[':'],[''],['']
5IoytVCHAZB,fantastic still around folk enjoy relish history,positive,[':'],[''],['']
9a6Gm3EX0g4,brilliant gorgeous food,positive,"[': brilliant', 'gorgeous', 'food']","['brilliant', 'gorgeous', 'food']","['s: brilliant', 'gorgeous', 'food']"
KoMMEpaeHOQ,america😍,positive,"[': america', '😍']","['america', '😍']","['s: america', '😍']"
4OBMmQEvyiU,thanks tip i’m native new yorker live florida can’t wait,positive,"[': thanks', 'native', ""can't wait""]","['thanks', 'native', ""can't wait""]","['tip', 'new yorker', 'live', 'florida']"
O8pneaUMbkk,omgggggg heaven love y’all much,positive,[':'],[''],['']
TJXspGOQbyE,yo pasta looked super official mean genius free food concept make really delicious filling importantly cheap food like ground meat pasta customer keep drinking turn making moneybredit talk much fun tim lol ive wacthed video already one make hit subscribe button really great suggestion one thats coming life long born raised native new yorker way brooklynso consider validated approved lolol,positive,"[': super', 'official', 'genius', 'delicious', 'filling', 'cheap', 'great', 'coming', 'life-long', 'validated', 'approved']","['super', 'official', 'genius', 'delicious', 'filling', 'cheap', 'great', 'coming', 'life-long', 'validated', 'approved']","['yo', 'pasta', 'mean', 'like', 'customer', 'keep', 'drinking', 'turn', 'making', 'money', 'talk', 'much', 'fun', 'tim', 'lol', 'video', 'hit', 'subscribe', 'suggestion', 'one', ""that's"", 'native', 'new', 'yorker', 'way', 'brooklyn', 'so', 'considered', 'lolol']"
pEvigWImDRJ,everything clean well executed would definitely eat truck practice good hygiene food look delicious,positive,[':'],[''],['']
hBoR3SzLDVz,scorched egg 🥚 eggsellent 🔥 lol,positive,[':'],[''],['']
TkDCAJPqiEo,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
t-FBRvMtJm0,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
Shhn9FRDkrW,dont trust joe,negative,"[""don't"", 'trust']","["": don't"", 'trust']",['joe']
hfZzdvxEKbv,quit drinking idea wjat night,negative,"['quit', 'drinking']","[': quit', 'drinking']","['idea', 'what', 'night']"
W5L35pPkrgQ,thanks much pointing can’t grandma you’re asian please watch street food video without someone talking race millionth time it’s boring never used pay attention it’s anyone talk seems kind racist me…,negative,[''],[':'],['']
hVBIopAWjGA,boston bad find full lunch le,negative,['bad'],[': bad'],"['boston', 'find', 'full', 'lunch', 'le']"
u9IlXFzbDpG,wont get table paul allen,negative,['wont'],[': wont'],"['get', 'table', 'paul', 'allen']"
rXl2C774CPV,don’t try pakistani food,negative,['try'],[': try'],"['pakistani', 'food', ""don't""]"
BlqgKVZ1vPp,don’t try pakistani food,negative,['try'],[': try'],"['pakistani', 'food', ""don't""]"
1KTEuGG7bh3,bar keep year measurement manhattan oz whiskey oz vermouth dash bitter area code manhattan,negative,[''],[':'],['']
wwiRvLFHtEy,nah aint wanna eddie huang try hard,negative,[''],[':'],['']
vGZ-NW7HlXI,drain use bar top,negative,['drain'],[': drain'],"['use', 'bar', 'top']"
1hQqYi6Nzns,please throw bagel stranger,negative,['throw'],[': throw'],"['please', 'bagel', 'stranger']"
Cjwq3NvYx2A,worried viewer thinking moneybrhow many people expect watch hour video without time slot,negative,"['worried', 'without']","[': worried', 'without']","['viewer', 'thinking', 'money', 'people', 'expect', 'watch', 'hour', 'video', 'time slot']"
JlZ5UC4IcSg,sandwich look disgusting much meat jikes,negative,"['disgusting', 'meat', 'yikes']","[': disgusting', 'meat', 'yikes']","['sandwich', 'look', 'much']"
i3IvXgAMDoI,thanks much pointing can’t grandma you’re asian please watch street food video without someone talking race millionth time it’s boring never used pay attention it’s anyone talk seems kind racist me…,negative,[''],[':'],['']
7VN4H2Jd5vi,california debauchery,negative,['debauchery'],[': debauchery'],['california']
vDze-x9iplI,poo,negative,['poo'],[': poo'],['s: poo']
xBmWDUUEco6,problem artist actor typically dont contribute fair share,negative,"['problem', 'typically', 'dont', 'fair share']","['ve words: problem', 'typically', 'dont', 'fair share']","['artist', 'actor', 'contribute']"
-s5U4cqFutI,giving challenge comment council far beyond limited understanding lord cthulhu,negative,"['challenge', 'limited', 'understanding']","['ve words: challenge', 'limited', 'understanding']","['giving', 'comment', 'council', 'far beyond', 'lord cthulhu']"
5gdn9wnoQo2,many time commented bron comment,negative,['commented'],[': commented'],"['many', 'bron', 'comment']"
1m92EmSCZkW,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
D48PJBjmCiS,tell eat chicken nugget,negative,['tell'],[': tell'],"['eat', 'chicken', 'nugget']"
47wx5T0LYyA,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
oltaHL9TMFW,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
VSYZ6EljqIN,😩i wanting eat like vacation last experience got food poisoning,negative,[''],[':'],['']
EGArOPGoaC4,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
aaU9zRfdcEC,drain use bar top,negative,['drain'],[': drain'],"['use', 'bar', 'top']"
vKIJgc5DxKA,bar advised underground floor dont window right,negative,"['bar', 'underground', 'floor', 'window', 'right']","[': bar', 'underground', 'floor', 'window', 'right']","['advised', 'dont']"
itSKYrE8OHI,soon clown start breathing entire day challenge smh,negative,[''],[':'],['']
d2kQR63DnqG,hrefhttpswwwyoutubecomwatchvewvphsmjcta imagine miserable person 😔,negative,['miserable 😔'],[': miserable 😔'],"['imagine', 'person']"
hrnZnrKNqkw,new venesuela soo sad,negative,[''],[':'],['']
7QD71PKVDCQ,embarrassment carry statue,negative,[''],[':'],['']
dwuKeoxkBV3,paola pinche youtubers im trying feed keedz,negative,['pinche'],[': pinche'],"['paola', 'youtubers', 'im', 'trying', 'feed', 'keedz']"
nP-nkfsvBtg,comment least like,negative,['least'],[': least'],"['comment', 'like']"
omS67m93O1T,chinese food nyc disgusting,negative,['disgusting'],[': disgusting'],"['chinese', 'food', 'nyc']"
ee3VBcXpBZ1,dude dont make tip solving problem one bottle time,negative,[''],[':'],['']
Y5JH2CoWtUC,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
MDcRlNkwLsU,please stop talking stupid clutch,negative,[''],[':'],['']
wokU-yWTqM0,place including hot dog street stand cashless im travelling ireland changing u dollar always hassle change back losing money exchange process rather pay everything card,negative,"['hassle', 'losing', 'money', 'exchange']","[': hassle', 'losing', 'money', 'exchange']","['place', 'hot dog', 'street stand', 'cashless', 'traveling', 'ireland', 'changing', 'dollar', 'pay', 'everything', 'card']"
NsXgagkSa11,james channel aimed adult want eat place menu isnt wall,negative,"['aimed', ""isn't"", 'wall']","[': aimed', ""isn't"", 'wall']","['james', 'channel', 'adult', 'want', 'eat', 'place', 'menu']"
OTdmGanKVU8,gun fever,negative,['fever'],[': fever'],['gun']
0beymwRYSZT,wth bwoay oh hell naw,negative,"['hell', 'naw']","[': hell', 'naw']","['wth', 'bwoay', 'oh']"
39si8dHPPHS,hrefhttpswwwyoutubecomwatchvufhljhwgta kid wont little long meal like,negative,"['kid', 'wont', 'little', 'long', 'meal']","[': kid', 'wont', 'little', 'long', 'meal']",['like']
Cjwq3NvYx2A,cafe lyria happened cold foam top that’s coffee tasted watery,negative,"['cold', 'watery']","[': cold', 'watery']","['cafe', 'lyria', 'happened', 'foam', 'top', 'coffee', 'tasted']"
Zr9T8Fq6hnB,climate nut’s shut wood fired oven,negative,"['nut', 'shut']","[': nut', 'shut']","['climate', 'wood fired oven']"
7X5T22a2Pjg,doubt guy speaks canto often,negative,['doubt'],[': doubt'],"['guy', 'speaks', 'canto', 'often']"
vUubf5BBlQl,thing italian two cafones last name im bensonhurst jerk wannabee,negative,"['jerk', 'wannabee']","[': jerk', 'wannabee']","['thing', 'italian', 'two', 'last name', 'in', 'bensonhurst']"
WDW3QAOlJqE,nooooooooo non farlooooo noooo,negative,[''],[':'],['s:']
K1MsGbsKgrD,serf peoplebrthis girl hold drink,negative,['serf'],[': serf'],"['people', 'girl', 'hold', 'drink']"
oCHR16ijK6g,house history entire country pleb,negative,[''],[':'],['']
hNed1ZWaQqG,peter luger suck tourist trap way overrated,negative,"['suck', 'overrated']","[': suck', 'overrated']",['tourist trap']
l7RbaydflDB,bar keep year measurement manhattan oz whiskey oz vermouth dash bitter area code manhattan,negative,[''],[':'],['']
RTzphq8ReWB,embarrassment carry statue,negative,[''],[':'],['']
GUR8Bvpfsxn,drawback food cost way nyc,negative,"['drawback', 'cost']","[': drawback', 'cost']","['food', 'way', 'nyc']"
yHdQtsjY4Fs,disliked due music,negative,['disliked'],['ve words: disliked'],['ive words: disliked']
eHfXSFA6FEO,find slightly weird every food channel like always call anything review legend,negative,[''],[':'],['']
H5Jk6WMVpqD,shouldnt called little china town,negative,['called'],[': called'],"['little', 'china town']"
IR79eqfOZnK,miss anthony,negative,['miss (could imply a sense of loss or absence)'],[': miss (could imply a sense of loss or absence)'],['anthony']
Dfsa1aA1liI,wasting time suggestion nobody,negative,"['wasting', 'nobody']","[': wasting', 'nobody']","['time', 'suggestion']"
JOcbap094KT,giving challenge comment council far beyond limited understanding lord cthulhu,negative,"['challenge', 'limited', 'understanding']","['ve words: challenge', 'limited', 'understanding']","['giving', 'comment', 'council', 'far beyond', 'lord cthulhu']"
8ZRRn8XP7al,underwhelming honest given ny offer,negative,['underwhelming'],[': underwhelming'],"['honest', 'given', 'ny', 'offer']"
glcUBL36qt5,place skewer look like cross contamination hell,negative,"['cross contamination', 'hell']","[': cross contamination', 'hell']","['place', 'skewer', 'look', 'like']"
fsn9seQPnEc,drawback food cost way nyc,negative,"['drawback', 'cost']","[': drawback', 'cost']","['food', 'way', 'nyc']"
dRVS7bGY557,italian use big jug vegetable oil instead olive oil lost,negative,['lost'],[': lost'],"['italian', 'use', 'big', 'jug', 'vegetable oil', 'instead', 'olive oil']"
ejdpuS0Sa13,imagine spending half day prepping food devoured le min,negative,[''],['ve words:'],['']
dvcPb12DfwH,giving challenge comment council far beyond limited understanding lord cthulhu,negative,"['challenge', 'limited', 'understanding']","['ve words: challenge', 'limited', 'understanding']","['giving', 'comment', 'council', 'far beyond', 'lord cthulhu']"
HERKX1XqRnR,still think sean cant cook,negative,"['think', 'cant']","[': think', 'cant']","['still', 'sean', 'cook']"
9pjo2nwHPas,drain use bar top,negative,['drain'],[': drain'],"['use', 'bar', 'top']"
G6mS7VOFQjO,hate baby onepieces,negative,['hate'],[': hate'],"['baby', 'onepieces']"
Ga2Leapw2Mz,wth bwoay oh hell naw,negative,"['hell', 'naw']","[': hell', 'naw']","['wth', 'bwoay', 'oh']"
tEb8ptT30jM,james channel aimed adult want eat place menu isnt wall,negative,"['aimed', ""isn't"", 'wall']","[': aimed', ""isn't"", 'wall']","['james', 'channel', 'adult', 'want', 'eat', 'place', 'menu']"
Tr8BifJoGsw,gun fever,negative,['fever'],[': fever'],['gun']
tQypSGNknao,gun fever,negative,['fever'],[': fever'],['gun']
vmhY9f8Tcsd,california debauchery,negative,['debauchery'],[': debauchery'],['california']
Dhmts7gvnH2,waiting line food,negative,[''],[':'],['']
SUJ8jnl3zfs,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
PozuTyCRCkf,explain peg king soho,negative,['explain'],[': explain'],"['peg', 'king', 'soho']"
tEb8ptT30jM,hrefhttpswwwyoutubecomwatchvewvphsmjcta imagine miserable person 😔,negative,['miserable 😔'],[': miserable 😔'],"['imagine', 'person']"
eq2uDCH-FTE,ohh vaccinated still spread covid sent site,negative,"['spread', 'covid']","[': spread', 'covid']","['ohh', 'vaccinated', 'sent', 'site']"
Agc14vFpuSg,quit drinking idea wjat night,negative,"['quit', 'drinking']","[': quit', 'drinking']","['idea', 'what', 'night']"
wevSrmOsGpy,california debauchery,negative,['debauchery'],[': debauchery'],['california']
LuBmOXFC1w1,biggest hypocrisy abc trying act surprised remorseful helped create situation shame,negative,"['hypocrisy', 'shame', 'create']","[': hypocrisy', 'shame', 'create']","['biggest', 'abc', 'trying', 'act', 'surprised', 'remorseful', 'helped', 'situation']"
ejdpuS0Sa13,industrial revolution ration key,negative,"['industrial', 'ration']","[': industrial', 'ration']","['revolution', 'key']"
Ovr2hnYs0xE,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
ODCYAJIkrrw,smoking glass personal thing youbrbecause ive literally never seen bartender,negative,['smoking'],[': smoking'],"['glass', 'personal', 'thing', 'because', 'ive', 'literally', 'never', 'seen', 'bartender']"
EAHtJaDbZvp,would bartender use block ice would grab dirty hand like,negative,['dirty'],[': dirty'],"['would', 'bartender', 'use', 'block ice', 'grab', 'hand', 'like']"
H5HN3wld47S,dollar slice automatically overrated,negative,['overrated'],['ve words: overrated'],"['dollar', 'slice', 'automatically']"
eyHPuYpetbg,soon clown start breathing entire day challenge smh,negative,[''],[':'],['']
ODluYyMZzs0,doesnt get indonesian bedak mbk,negative,"[""doesn't"", 'get']","["": doesn't"", 'get']","['indonesian', 'bedak', 'mbk']"
SKL20NDggJM,still think sean cant cook,negative,"['think', 'cant']","[': think', 'cant']","['still', 'sean', 'cook']"
Y7RXkWPbpqo,waiting line food,negative,[''],[':'],['']
pL8rFULiDn0,comment least like,negative,['least'],[': least'],"['comment', 'like']"
RrMwnZom8s0,paola pinche youtubers im trying feed keedz,negative,['pinche'],[': pinche'],"['paola', 'youtubers', 'im', 'trying', 'feed', 'keedz']"
hfZzdvxEKbv,big cat trying ego get last say havent good challenge,negative,"[""haven't"", 'challenge']","["": haven't"", 'challenge']","['big cat', 'trying', 'ego', 'get', 'last say', 'good']"
5v3z1rmosdm,drawback food cost way nyc,negative,"['drawback', 'cost']","[': drawback', 'cost']","['food', 'way', 'nyc']"
qC1JEZxQpLl,comment least like,negative,['least'],[': least'],"['comment', 'like']"
gVr6sTJnknA,tell eat chicken nugget,negative,['tell'],[': tell'],"['eat', 'chicken', 'nugget']"
IdPNT0SZTBj,hand movement unnatural fake really annoying,negative,"['unnatural', 'fake', 'annoying']","[': unnatural', 'fake', 'annoying']","['hand', 'movement', 'really']"
1hQqYi6Nzns,feel dumb asking r bitter,negative,"['dumb', 'bitter']","[': dumb', 'bitter']","['feel', 'asking']"
nP-nkfsvBtg,serf peoplebrthis girl hold drink,negative,['serf'],[': serf'],"['people', 'girl', 'hold', 'drink']"
l7haXqQXrU3,much food flavor stuck wok,negative,['stuck'],[': stuck'],"['much', 'food', 'flavor', 'wok']"
SwldU1PegoZ,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
y0nEc3FNWmc,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
ZosVE8y606P,much food flavor stuck wok,negative,['stuck'],[': stuck'],"['much', 'food', 'flavor', 'wok']"
8-hOB7O4NVc,thing italian two cafones last name im bensonhurst jerk wannabee,negative,"['jerk', 'wannabee']","[': jerk', 'wannabee']","['thing', 'italian', 'two', 'last name', 'in', 'bensonhurst']"
ajqHwUTQZxy,soon clown start breathing entire day challenge smh,negative,[''],[':'],['']
zr5IHxJkn3T,industrial revolution ration key,negative,"['industrial', 'ration']","[': industrial', 'ration']","['revolution', 'key']"
WhperQQDjDk,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
dDRaXxSPuVx,stop making hungry😭,negative,"['stop', 'hungry', '😭']","[': stop', 'hungry', '😭']","['s: stop', 'hungry', '😭']"
1MQIraPGc-o,cant korean cant,negative,['cant'],[': cant'],['korean']
6rEbHhfyUZT,manhattan mexico wtf,negative,['wtf'],[': wtf'],"['manhattan', 'mexico']"
XlZl7isJXHA,please stop talking stupid clutch,negative,[''],[':'],['']
odQuMPDt6cw,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
rkfAmkckNOw,explain peg king soho,negative,['explain'],[': explain'],"['peg', 'king', 'soho']"
fOdozLWNyJQ,sarahfunky couldnt hear name last two place,negative,"[""couldn't"", 'hear']","["": couldn't"", 'hear']","['sarahfunky', 'name', 'last', 'two', 'place']"
Iznfo6yB0zw,tell eat chicken nugget,negative,['tell'],[': tell'],"['eat', 'chicken', 'nugget']"
XWkOhD9i6JX,italian use big jug vegetable oil instead olive oil lost,negative,['lost'],[': lost'],"['italian', 'use', 'big', 'jug', 'vegetable oil', 'instead', 'olive oil']"
Iznfo6yB0zw,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
KXQJTKIsNhY,doubt guy speaks canto often,negative,['doubt'],[': doubt'],"['guy', 'speaks', 'canto', 'often']"
UxTprSsxODw,explain peg king soho,negative,['explain'],[': explain'],"['peg', 'king', 'soho']"
RCuuFm7HHLt,place including hot dog street stand cashless im travelling ireland changing u dollar always hassle change back losing money exchange process rather pay everything card,negative,"['hassle', 'losing', 'money', 'exchange']","[': hassle', 'losing', 'money', 'exchange']","['place', 'hot dog', 'street stand', 'cashless', 'traveling', 'ireland', 'changing', 'dollar', 'pay', 'everything', 'card']"
VdJJ8nnDYLK,chinese food nyc disgusting,negative,['disgusting'],[': disgusting'],"['chinese', 'food', 'nyc']"
hLvsIUKGfMA,please throw bagel stranger,negative,['throw'],[': throw'],"['please', 'bagel', 'stranger']"
d4K3NMabXHt,don’t try pakistani food,negative,['try'],[': try'],"['pakistani', 'food', ""don't""]"
qEoXMR9X5Y6,giving challenge comment council far beyond limited understanding lord cthulhu,negative,"['challenge', 'limited', 'understanding']","['ve words: challenge', 'limited', 'understanding']","['giving', 'comment', 'council', 'far beyond', 'lord cthulhu']"
3ACpk-kbNl4,still think sean cant cook,negative,"['think', 'cant']","[': think', 'cant']","['still', 'sean', 'cook']"
DvaVgTdKHDg,sadly late life episode madagascar sad depressing hit job hind sight extremely depressed,negative,"['sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","[': sad', 'late', 'depressing', 'hit job', 'hind sight', 'extremely depressed']","['life', 'episode', 'madagascar']"
uB5nApCWqkM,hand movement unnatural fake really annoying,negative,"['unnatural', 'fake', 'annoying']","[': unnatural', 'fake', 'annoying']","['hand', 'movement', 'really']"
wsc14iE86dR,whats name shop expensive even nyc,negative,['expensive'],[': expensive'],"['whats', 'name', 'shop', 'even', 'nyc']"
rXznuugRcMZ,steadfast twig geometrically grease cowbell accordantly fire upbeat tooth racial understood license,negative,"['grease', 'racial']","[': grease', 'racial']","['steadfast', 'twig', 'geometrically', 'cowbell', 'accordantly', 'fire', 'upbeat', 'tooth', 'understood', 'license']"
qC1JEZxQpLl,rip lynja,negative,['rip'],[': rip'],['lynja']
wokU-yWTqM0,huge hole pant,negative,['hole'],[': hole'],"['huge', 'pant']"
S6zY4blCyBB,paola pinche youtubers im trying feed keedz,negative,['pinche'],[': pinche'],"['paola', 'youtubers', 'im', 'trying', 'feed', 'keedz']"
FeKXMIv24VD,disappointingly basic choice pizza shop,negative,"['disappointingly', 'basic']","[': disappointingly', 'basic']","['choice', 'pizza shop']"
XFUcWNh4E0U,feel dumb asking r bitter,negative,"['dumb', 'bitter']","[': dumb', 'bitter']","['feel', 'asking']"
X2u3szkxz1B,cleaned gut cutting head,negative,"['cleaned', 'cutting', 'head']","[': cleaned', 'cutting', 'head']",['gut']
6gkOGNytOcf,big cat trying ego get last say havent good challenge,negative,"[""haven't"", 'challenge']","["": haven't"", 'challenge']","['big cat', 'trying', 'ego', 'get', 'last say', 'good']"
jnJO8W3tHKk,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
-v8DKbbGYV0,manhattan mexico wtf,negative,['wtf'],[': wtf'],"['manhattan', 'mexico']"
KJY0i1utTTl,whats name shop expensive even nyc,negative,['expensive'],[': expensive'],"['whats', 'name', 'shop', 'even', 'nyc']"
lwZAIwaezIE,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
k1JXM52CP7B,poo,negative,['poo'],[': poo'],['s: poo']
NlgraLnMzni,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
TaN3PH5DLtG,yall need better host,negative,[''],[':'],['']
ud5GJgCw4R5,new venesuela soo sad,negative,[''],[':'],['']
4sUXvDZKipe,bar advised underground floor dont window right,negative,"['bar', 'underground', 'floor', 'window', 'right']","[': bar', 'underground', 'floor', 'window', 'right']","['advised', 'dont']"
hrnZnrKNqkw,soon clown start breathing entire day challenge smh,negative,[''],[':'],['']
XhXVQwNkkqL,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
gDH5CIdUGrk,dude dont make tip solving problem one bottle time,negative,[''],[':'],['']
6ZqCLkj7WPD,wont get table paul allen,negative,['wont'],[': wont'],"['get', 'table', 'paul', 'allen']"
kDzIerrOazV,much food flavor stuck wok,negative,['stuck'],[': stuck'],"['much', 'food', 'flavor', 'wok']"
tsNEPuOJgJx,disappointingly basic choice pizza shop,negative,"['disappointingly', 'basic']","[': disappointingly', 'basic']","['choice', 'pizza shop']"
jb7SEjIT29N,still think sean cant cook,negative,"['think', 'cant']","[': think', 'cant']","['still', 'sean', 'cook']"
Z4xDBnTnVFE,yoooo dont put dropper directly face stupid skincare ad youll contaminate rest supply,negative,[''],[':'],['']
iSuSkNluNx4,nah aint wanna eddie huang try hard,negative,[''],[':'],['']
ijwgsLx3QrI,place including hot dog street stand cashless im travelling ireland changing u dollar always hassle change back losing money exchange process rather pay everything card,negative,"['hassle', 'losing', 'money', 'exchange']","[': hassle', 'losing', 'money', 'exchange']","['place', 'hot dog', 'street stand', 'cashless', 'traveling', 'ireland', 'changing', 'dollar', 'pay', 'everything', 'card']"
IdPNT0SZTBj,manhattan mexico wtf,negative,['wtf'],[': wtf'],"['manhattan', 'mexico']"
ybUdvUyxyvH,manhattan mexico wtf,negative,['wtf'],[': wtf'],"['manhattan', 'mexico']"
hyQBsOX6hua,rip anthony,negative,['rip'],[': rip'],['anthony']
8ZBFvegJ4Lc,don’t try pakistani food,negative,['try'],[': try'],"['pakistani', 'food', ""don't""]"
MfxHKp3OH7g,hey man come work daybrbrproceeds sit dusty office staring screen hour leaving home depressed,negative,"['depressed', 'dusty', 'staring', 'screen', 'hour']","[': depressed', 'dusty', 'staring', 'screen', 'hour']","['hey', 'man', 'come', 'work', 'day', 'proceeds', 'sit', 'office', 'leaving', 'home']"
t8xGxldA0SN,miss anthony,negative,['miss (could imply a sense of loss or absence)'],[': miss (could imply a sense of loss or absence)'],['anthony']
emwo9u0k8IE,america get salmon fromcanada norway,negative,[''],[':'],['']
kfSVDm3zRLw,man speak much,negative,['much'],[': much'],"['man', 'speak']"
q3cYfY54QcE,meat portion small imo though main even,negative,[''],[':'],['']
t8xGxldA0SN,ohh vaccinated still spread covid sent site,negative,"['spread', 'covid']","[': spread', 'covid']","['ohh', 'vaccinated', 'sent', 'site']"
ODiJb3LoWp5,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
4RYBrcb7CSg,rip lynja,negative,['rip'],[': rip'],['lynja']
VFV6EhhkkIw,find slightly weird every food channel like always call anything review legend,negative,[''],[':'],['']
S67ClOOKqsK,covid visit nyv least,negative,['covid'],[': covid'],"['visit', 'nyv', 'least']"
nLqiJESzLCl,cant korean cant,negative,['cant'],[': cant'],['korean']
XWkOhD9i6JX,yoooo dont put dropper directly face stupid skincare ad youll contaminate rest supply,negative,[''],[':'],['']
gNqhLfdbzjB,comment least like,negative,['least'],[': least'],"['comment', 'like']"
XIfLqHx_E90,wonder one kid decided push cabbage rest life,negative,['push'],[': push'],"['wonder', 'one', 'kid', 'decided', 'cabbage', 'rest', 'life']"
oxO3gmSPvyU,yoooo dont put dropper directly face stupid skincare ad youll contaminate rest supply,negative,[''],[':'],['']
KX8Mcd_i3SE,honestly think dude stupid hell participating video illegal unregulated alcoholic drink production sale tax evasion,negative,[''],[':'],['']
OzLaQ_x-NAw,please stop talking stupid clutch,negative,[''],[':'],['']
EGArOPGoaC4,almost smell food,negative,['smell'],[': smell'],"['almost', 'food']"
iIi73dlsay8,whats name shop expensive even nyc,negative,['expensive'],[': expensive'],"['whats', 'name', 'shop', 'even', 'nyc']"
g9LB8cozWrB,california debauchery,negative,['debauchery'],[': debauchery'],['california']
wfiGM8VCb59,new venesuela soo sad,negative,[''],[':'],['']
2IsZOvto1fE,still think sean cant cook,negative,"['think', 'cant']","[': think', 'cant']","['still', 'sean', 'cook']"
edMa6NMj3lc,hate baby onepieces,negative,['hate'],[': hate'],"['baby', 'onepieces']"
R5Qd14MNwAx,dude dont make tip solving problem one bottle time,negative,[''],[':'],['']
a7pwTTLwFXe,hrefhttpswwwyoutubecomwatchvufhljhwgta kid wont little long meal like,negative,"['kid', 'wont', 'little', 'long', 'meal']","[': kid', 'wont', 'little', 'long', 'meal']",['like']
hvEyldyV7Nd,industrial revolution ration key,negative,"['industrial', 'ration']","[': industrial', 'ration']","['revolution', 'key']"
