video_id,title,description,published_at,channel_title,view_count,like_count,dislike_count,comment_count
ChhKjBpJRuX,Exploring New Restaurants in NYC #2071,A detailed review of new restaurants in NYC.,2024-03-26T23:00:00,Figueroa-Anderson,957703,3766,858,751
fcSXJvnvzRd,Exploring New Restaurants in NYC #2072,A detailed review of new restaurants in NYC.,2024-03-27T00:00:00,Anderson and Sons,108612,6987,928,753
rQ0KE15g0SF,Exploring New Restaurants in NYC #2073,A detailed review of new restaurants in NYC.,2024-03-27T01:00:00,"Johnson, Conrad and Rice",237005,7097,329,593
N21DsYsCkgG,Exploring New Restaurants in NYC #2074,A detailed review of new restaurants in NYC.,2024-03-27T02:00:00,"Porter, Mullins and Garcia",689938,881,996,426
HxVSBvjgKp3,Exploring New Restaurants in NYC #2075,A detailed review of new restaurants in NYC.,2024-03-27T03:00:00,Woods LLC,548764,4676,71,58
Xsbn6XsiiwI,Exploring New Restaurants in NYC #2076,A detailed review of new restaurants in NYC.,2024-03-27T04:00:00,Williams-Morales,598064,5874,658,939
MX7OlmidfzL,Exploring New Restaurants in NYC #2077,A detailed review of new restaurants in NYC.,2024-03-27T05:00:00,Williams-Wall,735908,114,192,146
zmJqEl0jMpZ,Exploring New Restaurants in NYC #2078,A detailed review of new restaurants in NYC.,2024-03-27T06:00:00,Harrison PLC,22451,3863,262,701
B6maAcBM9mT,Exploring New Restaurants in NYC #2079,A detailed review of new restaurants in NYC.,2024-03-27T07:00:00,Garcia-Page,924517,2497,825,844
AaVKwD1ZAvF,Exploring New Restaurants in NYC #2080,A detailed review of new restaurants in NYC.,2024-03-27T08:00:00,Sanford LLC,118185,2519,288,936
lrVdrmYvQwo,Exploring New Restaurants in NYC #2081,A detailed review of new restaurants in NYC.,2024-03-27T09:00:00,Brown LLC,310167,2647,612,436
CDxzRDKPqss,Exploring New Restaurants in NYC #2082,A detailed review of new restaurants in NYC.,2024-03-27T10:00:00,"Williams, Turner and Powers",554293,4545,515,897
K5OAuZ8kd1W,Exploring New Restaurants in NYC #2083,A detailed review of new restaurants in NYC.,2024-03-27T11:00:00,"Johnson, Parrish and Boyd",740490,7418,27,520
2iqrhHgHmCV,Exploring New Restaurants in NYC #2084,A detailed review of new restaurants in NYC.,2024-03-27T12:00:00,Brown Group,37677,5377,343,212
ow9V9AhvqVQ,Exploring New Restaurants in NYC #2085,A detailed review of new restaurants in NYC.,2024-03-27T13:00:00,Nunez Group,596049,3521,565,588
4pATl9HFwDl,Exploring New Restaurants in NYC #2086,A detailed review of new restaurants in NYC.,2024-03-27T14:00:00,Rivera-Bailey,475695,2449,353,434
jQQLAldrGHs,Exploring New Restaurants in NYC #2087,A detailed review of new restaurants in NYC.,2024-03-27T15:00:00,Martinez-Saunders,762724,3949,219,192
9dprJXPZont,Exploring New Restaurants in NYC #2088,A detailed review of new restaurants in NYC.,2024-03-27T16:00:00,Miller Group,857900,3928,935,927
P3lQUmZ8uu0,Exploring New Restaurants in NYC #2089,A detailed review of new restaurants in NYC.,2024-03-27T17:00:00,Baker-Hall,183804,8866,888,800
FOVSEGMiL9w,Exploring New Restaurants in NYC #2090,A detailed review of new restaurants in NYC.,2024-03-27T18:00:00,Gates-Myers,523768,933,97,484
5RgbQ3BAJqa,Exploring New Restaurants in NYC #2091,A detailed review of new restaurants in NYC.,2024-03-27T19:00:00,Montoya LLC,525596,2049,574,149
6Dh8I0ytJEx,Exploring New Restaurants in NYC #2092,A detailed review of new restaurants in NYC.,2024-03-27T20:00:00,Glenn-Allen,15646,8808,328,131
eI89e7gb4VQ,Exploring New Restaurants in NYC #2093,A detailed review of new restaurants in NYC.,2024-03-27T21:00:00,"Aguirre, Boyd and Jackson",477254,7280,382,636
33muVB9ITL3,Exploring New Restaurants in NYC #2094,A detailed review of new restaurants in NYC.,2024-03-27T22:00:00,Crawford LLC,634374,5706,91,74
QW1j74Ar2di,Exploring New Restaurants in NYC #2095,A detailed review of new restaurants in NYC.,2024-03-27T23:00:00,"Powers, Warner and Krause",389826,8490,857,240
yuwqT1gWH4R,Exploring New Restaurants in NYC #2096,A detailed review of new restaurants in NYC.,2024-03-28T00:00:00,Shaw-Bridges,4261,8989,59,238
gcnW3beyFBP,Exploring New Restaurants in NYC #2097,A detailed review of new restaurants in NYC.,2024-03-28T01:00:00,"Burke, Baker and Wood",219894,5779,351,282
CgsLMRx9BaX,Exploring New Restaurants in NYC #2098,A detailed review of new restaurants in NYC.,2024-03-28T02:00:00,Powell-Richardson,946675,2179,593,979
XN9d61Bm2pb,Exploring New Restaurants in NYC #2099,A detailed review of new restaurants in NYC.,2024-03-28T03:00:00,"Pineda, Powell and Harvey",955665,537,860,669
YDzqMjSslZz,Exploring New Restaurants in NYC #2100,A detailed review of new restaurants in NYC.,2024-03-28T04:00:00,"Payne, Crawford and Bass",386629,867,974,346
rYsqBIYZ7P3,Exploring New Restaurants in NYC #2101,A detailed review of new restaurants in NYC.,2024-03-28T05:00:00,Caldwell Group,262530,7110,554,354
4LZ7R2Il1nZ,Exploring New Restaurants in NYC #2102,A detailed review of new restaurants in NYC.,2024-03-28T06:00:00,Lamb Inc,477785,6577,446,518
nK3aX8VywZl,Exploring New Restaurants in NYC #2103,A detailed review of new restaurants in NYC.,2024-03-28T07:00:00,Hernandez-Brown,373945,3405,98,574
T8twJGtGsea,Exploring New Restaurants in NYC #2104,A detailed review of new restaurants in NYC.,2024-03-28T08:00:00,"Mitchell, Walker and Armstrong",138972,5476,370,499
eIXmTUsnuXq,Exploring New Restaurants in NYC #2105,A detailed review of new restaurants in NYC.,2024-03-28T09:00:00,Carrillo and Sons,410539,308,453,765
nVx6BLerudm,Exploring New Restaurants in NYC #2106,A detailed review of new restaurants in NYC.,2024-03-28T10:00:00,Hernandez PLC,212874,8644,595,215
U3vx6cxhi0P,Exploring New Restaurants in NYC #2107,A detailed review of new restaurants in NYC.,2024-03-28T11:00:00,Carlson-Ruiz,142269,624,789,536
1S5Thq08vYe,Exploring New Restaurants in NYC #2108,A detailed review of new restaurants in NYC.,2024-03-28T12:00:00,"Barnes, Garcia and Graham",371329,5260,183,877
GPkXSFUA5bz,Exploring New Restaurants in NYC #2109,A detailed review of new restaurants in NYC.,2024-03-28T13:00:00,"Chavez, Gaines and Dixon",833290,5347,195,422
Y1lhKCagZ5W,Exploring New Restaurants in NYC #2110,A detailed review of new restaurants in NYC.,2024-03-28T14:00:00,"Newton, Wilson and Zuniga",326139,5352,217,781
legJg7o6Tjf,Exploring New Restaurants in NYC #2111,A detailed review of new restaurants in NYC.,2024-03-28T15:00:00,Jones PLC,422258,2732,791,572
Ip1T6SO3LuK,Exploring New Restaurants in NYC #2112,A detailed review of new restaurants in NYC.,2024-03-28T16:00:00,Byrd Ltd,525328,659,525,932
u6kEpME4yKy,Exploring New Restaurants in NYC #2113,A detailed review of new restaurants in NYC.,2024-03-28T17:00:00,Smith-Richardson,795654,2695,265,419
fsnj0fEwEDI,Exploring New Restaurants in NYC #2114,A detailed review of new restaurants in NYC.,2024-03-28T18:00:00,Anderson and Sons,108053,931,685,358
iPXOcNCFUpO,Exploring New Restaurants in NYC #2115,A detailed review of new restaurants in NYC.,2024-03-28T19:00:00,Moss Group,704018,8122,395,29
RGIOXAVShbc,Exploring New Restaurants in NYC #2116,A detailed review of new restaurants in NYC.,2024-03-28T20:00:00,Hart Group,20321,7917,597,657
DUEyOq0yOjg,Exploring New Restaurants in NYC #2117,A detailed review of new restaurants in NYC.,2024-03-28T21:00:00,"Burns, Waters and Dawson",973551,5788,42,281
Y8FlXHYo7Zn,Exploring New Restaurants in NYC #2118,A detailed review of new restaurants in NYC.,2024-03-28T22:00:00,"Dalton, Wood and Morgan",259290,1588,834,601
kRAaqHFBxU9,Exploring New Restaurants in NYC #2119,A detailed review of new restaurants in NYC.,2024-03-28T23:00:00,"Rodriguez, Miller and Warren",442322,8169,21,242
NA4apc1UrT5,Exploring New Restaurants in NYC #2120,A detailed review of new restaurants in NYC.,2024-03-29T00:00:00,Jones-Watson,990112,5858,774,783
6mmvY8j8a2H,Exploring New Restaurants in NYC #2121,A detailed review of new restaurants in NYC.,2024-03-29T01:00:00,"Fox, Farley and Stone",806300,8242,503,740
xrRA8l6mEA0,Exploring New Restaurants in NYC #2122,A detailed review of new restaurants in NYC.,2024-03-29T02:00:00,"Johnson, Allen and James",584800,9679,9,892
7kzHH7TGgFG,Exploring New Restaurants in NYC #2123,A detailed review of new restaurants in NYC.,2024-03-29T03:00:00,Rangel PLC,571725,3956,140,595
4Xzl5AgkToZ,Exploring New Restaurants in NYC #2124,A detailed review of new restaurants in NYC.,2024-03-29T04:00:00,Mcknight-Thompson,602739,7120,887,297
TsnlxzkeMxF,Exploring New Restaurants in NYC #2125,A detailed review of new restaurants in NYC.,2024-03-29T05:00:00,Hayden Group,513444,1822,606,333
iIPaSadFa7y,Exploring New Restaurants in NYC #2126,A detailed review of new restaurants in NYC.,2024-03-29T06:00:00,Blair-Higgins,436578,1272,82,699
sBtYFtcMANH,Exploring New Restaurants in NYC #2127,A detailed review of new restaurants in NYC.,2024-03-29T07:00:00,"Jones, Wilson and Miller",855241,2871,349,141
j29zwVzg6Ok,Exploring New Restaurants in NYC #2128,A detailed review of new restaurants in NYC.,2024-03-29T08:00:00,"Johnson, Conrad and Rice",909852,7281,101,670
Y2nNcEduWV5,Exploring New Restaurants in NYC #2129,A detailed review of new restaurants in NYC.,2024-03-29T09:00:00,"Perry, Harris and Schneider",43108,8861,436,939
HvvOBrkLtST,Exploring New Restaurants in NYC #2130,A detailed review of new restaurants in NYC.,2024-03-29T10:00:00,Kidd and Sons,359107,4347,257,857
UI5ghisme2t,Exploring New Restaurants in NYC #2131,A detailed review of new restaurants in NYC.,2024-03-29T11:00:00,"Murray, Randolph and Gomez",57624,7202,644,741
nxiCG1UfKLF,Exploring New Restaurants in NYC #2132,A detailed review of new restaurants in NYC.,2024-03-29T12:00:00,"Lee, Bryan and Ward",276967,2240,816,380
MKzaqcdokSy,Exploring New Restaurants in NYC #2133,A detailed review of new restaurants in NYC.,2024-03-29T13:00:00,"Miller, Payne and Fleming",191438,344,496,118
W1UwTBekX0E,Exploring New Restaurants in NYC #2134,A detailed review of new restaurants in NYC.,2024-03-29T14:00:00,Coleman and Sons,256456,6583,396,178
QUAc5Gt5mA1,Exploring New Restaurants in NYC #2135,A detailed review of new restaurants in NYC.,2024-03-29T15:00:00,Wallace LLC,610109,9796,37,60
ej3Jvi3mWP9,Exploring New Restaurants in NYC #2136,A detailed review of new restaurants in NYC.,2024-03-29T16:00:00,Jordan PLC,19942,3509,483,309
SQpcL8heTh5,Exploring New Restaurants in NYC #2137,A detailed review of new restaurants in NYC.,2024-03-29T17:00:00,Stafford Ltd,62955,5150,714,609
hDxyJxLHWCm,Exploring New Restaurants in NYC #2138,A detailed review of new restaurants in NYC.,2024-03-29T18:00:00,Campbell-Rivera,823609,1873,898,344
iTMCHH5Jobr,Exploring New Restaurants in NYC #2139,A detailed review of new restaurants in NYC.,2024-03-29T19:00:00,Carr PLC,431091,491,526,126
NRj2phSuYAZ,Exploring New Restaurants in NYC #2140,A detailed review of new restaurants in NYC.,2024-03-29T20:00:00,Soto Inc,415225,9100,341,307
yrTcO6ygkxt,Exploring New Restaurants in NYC #2141,A detailed review of new restaurants in NYC.,2024-03-29T21:00:00,"Sherman, Charles and Hill",430302,2071,683,424
b5YzZPAX2yD,Exploring New Restaurants in NYC #2142,A detailed review of new restaurants in NYC.,2024-03-29T22:00:00,Smith LLC,853281,3323,998,275
pRWOIXMm5Tf,Exploring New Restaurants in NYC #2143,A detailed review of new restaurants in NYC.,2024-03-29T23:00:00,"Holland, Barber and Villanueva",53411,2864,362,75
XcAshFTuxgr,Exploring New Restaurants in NYC #2144,A detailed review of new restaurants in NYC.,2024-03-30T00:00:00,Smith LLC,484561,6385,936,888
CeEtV6ngqmb,Exploring New Restaurants in NYC #2145,A detailed review of new restaurants in NYC.,2024-03-30T01:00:00,House Group,650381,7999,320,72
0rfuHhkWFSu,Exploring New Restaurants in NYC #2146,A detailed review of new restaurants in NYC.,2024-03-30T02:00:00,Lowe Group,477095,7266,385,710
ocmx4T1AGTj,Exploring New Restaurants in NYC #2147,A detailed review of new restaurants in NYC.,2024-03-30T03:00:00,Taylor Group,639438,4658,391,238
bqBbdo0hyEt,Exploring New Restaurants in NYC #2148,A detailed review of new restaurants in NYC.,2024-03-30T04:00:00,Smith Group,288806,7396,154,309
pkARakWBFjA,Exploring New Restaurants in NYC #2149,A detailed review of new restaurants in NYC.,2024-03-30T05:00:00,"Gonzalez, Burke and Yu",518777,1374,105,316
alTCZEanc2Z,Exploring New Restaurants in NYC #2150,A detailed review of new restaurants in NYC.,2024-03-30T06:00:00,Snyder-Figueroa,638522,4658,946,109
JyUvUBPnGK6,Exploring New Restaurants in NYC #2151,A detailed review of new restaurants in NYC.,2024-03-30T07:00:00,"Cruz, Fleming and Rogers",814027,258,479,814
Yrpqqk5JFz4,Exploring New Restaurants in NYC #2152,A detailed review of new restaurants in NYC.,2024-03-30T08:00:00,Miller PLC,273514,4484,487,809
z0DQGgX6xvP,Exploring New Restaurants in NYC #2153,A detailed review of new restaurants in NYC.,2024-03-30T09:00:00,Jones Inc,657191,3769,465,793
tdqJGilZUsh,Exploring New Restaurants in NYC #2154,A detailed review of new restaurants in NYC.,2024-03-30T10:00:00,Hall-Nelson,933946,5063,776,956
IdzH1MJKZcO,Exploring New Restaurants in NYC #2155,A detailed review of new restaurants in NYC.,2024-03-30T11:00:00,Glass-Hudson,201698,6934,653,461
f7zRxqUvJrt,Exploring New Restaurants in NYC #2156,A detailed review of new restaurants in NYC.,2024-03-30T12:00:00,"Miller, Perez and Campos",122017,5250,281,122
g6SXd6DzLvc,Exploring New Restaurants in NYC #2157,A detailed review of new restaurants in NYC.,2024-03-30T13:00:00,Hammond and Sons,991483,2367,520,952
ajYBEr4QEMb,Exploring New Restaurants in NYC #2158,A detailed review of new restaurants in NYC.,2024-03-30T14:00:00,Rios-Smith,981492,4859,78,460
iCoZqfsptww,Exploring New Restaurants in NYC #2159,A detailed review of new restaurants in NYC.,2024-03-30T15:00:00,Fields-Robinson,326489,6681,6,475
Avry5KwLFYw,Exploring New Restaurants in NYC #2160,A detailed review of new restaurants in NYC.,2024-03-30T16:00:00,Bryant-Sharp,200530,3287,887,650
1xtgG52pXZe,Exploring New Restaurants in NYC #2161,A detailed review of new restaurants in NYC.,2024-03-30T17:00:00,"Kim, Lewis and Singh",730959,2027,307,538
Zp1PVDbZzQY,Exploring New Restaurants in NYC #2162,A detailed review of new restaurants in NYC.,2024-03-30T18:00:00,Scott-Sanchez,880742,8344,751,100
VUeVDPXPz7j,Exploring New Restaurants in NYC #2163,A detailed review of new restaurants in NYC.,2024-03-30T19:00:00,Hurst-Lewis,590930,3852,992,715
r141eeQkWX1,Exploring New Restaurants in NYC #2164,A detailed review of new restaurants in NYC.,2024-03-30T20:00:00,West Inc,319473,3365,654,120
1KHjJoCHzIE,Exploring New Restaurants in NYC #2165,A detailed review of new restaurants in NYC.,2024-03-30T21:00:00,Phillips Group,836490,2444,892,777
5tvui9L97tz,Exploring New Restaurants in NYC #2166,A detailed review of new restaurants in NYC.,2024-03-30T22:00:00,Brown LLC,978773,6092,561,360
aJBv8OX95WM,Exploring New Restaurants in NYC #2167,A detailed review of new restaurants in NYC.,2024-03-30T23:00:00,"Snyder, Johnson and Mcdaniel",259450,6970,686,34
jMhJhtEqBQh,Exploring New Restaurants in NYC #2168,A detailed review of new restaurants in NYC.,2024-03-31T00:00:00,"Evans, Marshall and Church",523062,6548,881,609
XMFjuGmnX4b,Exploring New Restaurants in NYC #2169,A detailed review of new restaurants in NYC.,2024-03-31T01:00:00,Stewart and Sons,479272,9649,199,873
V5hkCfb2kEU,Exploring New Restaurants in NYC #2170,A detailed review of new restaurants in NYC.,2024-03-31T02:00:00,Jackson-Collins,287944,6655,892,181
DoSdlVc2Vjv,Exploring New Restaurants in NYC #2171,A detailed review of new restaurants in NYC.,2024-03-31T03:00:00,Braun Group,626628,4060,373,321
rPgy9EQGcRH,Exploring New Restaurants in NYC #2172,A detailed review of new restaurants in NYC.,2024-03-31T04:00:00,Ross-Sloan,205214,6150,23,532
mqCGdvnOu4C,Exploring New Restaurants in NYC #2173,A detailed review of new restaurants in NYC.,2024-03-31T05:00:00,Banks-Roberts,659840,1259,75,889
EKLNMxp6ulo,Exploring New Restaurants in NYC #2174,A detailed review of new restaurants in NYC.,2024-03-31T06:00:00,Shields Group,704650,1735,223,163
Q0oUqbR9LYS,Exploring New Restaurants in NYC #2175,A detailed review of new restaurants in NYC.,2024-03-31T07:00:00,"Chapman, Lopez and Jones",807289,8212,255,463
S1iyeBbTSm5,Exploring New Restaurants in NYC #2176,A detailed review of new restaurants in NYC.,2024-03-31T08:00:00,"Cantu, Dillon and Bowman",428692,2858,481,12
TbSH8PDqJMK,Exploring New Restaurants in NYC #2177,A detailed review of new restaurants in NYC.,2024-03-31T09:00:00,Williams Ltd,907890,7059,52,867
d6VrgAxkKX6,Exploring New Restaurants in NYC #2178,A detailed review of new restaurants in NYC.,2024-03-31T10:00:00,Garcia-Anderson,72248,8752,97,912
A7wPuaGPmfo,Exploring New Restaurants in NYC #2179,A detailed review of new restaurants in NYC.,2024-03-31T11:00:00,"Anderson, Blackburn and Daugherty",141198,2960,34,238
st09DN9xQH0,Exploring New Restaurants in NYC #2180,A detailed review of new restaurants in NYC.,2024-03-31T12:00:00,"Mcintosh, Knight and Jones",271007,5754,676,518
kO7osyLL45t,Exploring New Restaurants in NYC #2181,A detailed review of new restaurants in NYC.,2024-03-31T13:00:00,"King, Spears and Wright",191914,718,241,383
F6550E2C5Y3,Exploring New Restaurants in NYC #2182,A detailed review of new restaurants in NYC.,2024-03-31T14:00:00,Doyle Group,505585,3521,498,812
xOf7JNw0eRD,Exploring New Restaurants in NYC #2183,A detailed review of new restaurants in NYC.,2024-03-31T15:00:00,"Vargas, Johnson and Jenkins",666387,6587,835,705
0XcK6ZorZai,Exploring New Restaurants in NYC #2184,A detailed review of new restaurants in NYC.,2024-03-31T16:00:00,"Richard, Gregory and Patel",847939,2681,708,391
OLUJgxusGR9,Exploring New Restaurants in NYC #2185,A detailed review of new restaurants in NYC.,2024-03-31T17:00:00,Flynn and Sons,917626,9719,546,779
a3EjC2Bvk0U,Exploring New Restaurants in NYC #2186,A detailed review of new restaurants in NYC.,2024-03-31T18:00:00,"Lindsey, Davenport and Carrillo",912445,8580,877,485
duCOng5tf2T,Exploring New Restaurants in NYC #2187,A detailed review of new restaurants in NYC.,2024-03-31T19:00:00,Smith-Lane,95152,4185,110,908
RFTbWFcZmCc,Exploring New Restaurants in NYC #2188,A detailed review of new restaurants in NYC.,2024-03-31T20:00:00,Graham-Sanders,741133,7776,507,142
uK12jxrgtox,Exploring New Restaurants in NYC #2189,A detailed review of new restaurants in NYC.,2024-03-31T21:00:00,"Cantu, Dillon and Bowman",939306,6752,89,781
JjOk9lBCpAs,Exploring New Restaurants in NYC #2190,A detailed review of new restaurants in NYC.,2024-03-31T22:00:00,Castillo Inc,341980,3644,495,884
fup0Jev7XCL,Exploring New Restaurants in NYC #2191,A detailed review of new restaurants in NYC.,2024-03-31T23:00:00,Gonzalez-Palmer,990602,1588,567,513
I3nk6YbkTWm,Exploring New Restaurants in NYC #2192,A detailed review of new restaurants in NYC.,2024-04-01T00:00:00,"Nguyen, Scott and Casey",719138,3089,711,832
4g6rKRpYGpi,Exploring New Restaurants in NYC #2193,A detailed review of new restaurants in NYC.,2024-04-01T01:00:00,"House, Perkins and Wiley",199645,3008,375,110
3s7yBtTCg4W,Exploring New Restaurants in NYC #2194,A detailed review of new restaurants in NYC.,2024-04-01T02:00:00,Mccormick-Soto,830649,6263,730,66
jgocVknPiop,Exploring New Restaurants in NYC #2195,A detailed review of new restaurants in NYC.,2024-04-01T03:00:00,Hamilton and Sons,248849,1122,901,798
OjOJhVxexub,Exploring New Restaurants in NYC #2196,A detailed review of new restaurants in NYC.,2024-04-01T04:00:00,Cox and Sons,903337,7682,536,483
1seAVKKu1nm,Exploring New Restaurants in NYC #2197,A detailed review of new restaurants in NYC.,2024-04-01T05:00:00,"Simmons, White and Webb",931713,951,336,331
xJvXlZOm1Ku,Exploring New Restaurants in NYC #2198,A detailed review of new restaurants in NYC.,2024-04-01T06:00:00,Gibson Ltd,955613,5554,428,66
cyqbkq9Z2Yb,Exploring New Restaurants in NYC #2199,A detailed review of new restaurants in NYC.,2024-04-01T07:00:00,Morgan-Travis,532525,9609,319,15
vvZbWZkEbby,Exploring New Restaurants in NYC #2200,A detailed review of new restaurants in NYC.,2024-04-01T08:00:00,Owens-Wells,156907,9543,854,846
zaQJfrEsawW,Exploring New Restaurants in NYC #2201,A detailed review of new restaurants in NYC.,2024-04-01T09:00:00,"Jensen, Lucas and Weiss",250555,3000,122,75
We5eTzFd13O,Exploring New Restaurants in NYC #2202,A detailed review of new restaurants in NYC.,2024-04-01T10:00:00,Smith Ltd,68241,9859,94,608
ge00sIJC4d9,Exploring New Restaurants in NYC #2203,A detailed review of new restaurants in NYC.,2024-04-01T11:00:00,"Barnes, Barber and Flores",894702,4622,802,578
LeFYePXzgxE,Exploring New Restaurants in NYC #2204,A detailed review of new restaurants in NYC.,2024-04-01T12:00:00,"Collins, Medina and Andrade",361600,4368,555,556
y4m7ZdMqMH5,Exploring New Restaurants in NYC #2205,A detailed review of new restaurants in NYC.,2024-04-01T13:00:00,"Walker, Johnson and Morton",387403,5542,252,225
7fUer2Mb1KH,Exploring New Restaurants in NYC #2206,A detailed review of new restaurants in NYC.,2024-04-01T14:00:00,Weaver-Tyler,915000,3037,559,132
3gzOS0HGC3o,Exploring New Restaurants in NYC #2207,A detailed review of new restaurants in NYC.,2024-04-01T15:00:00,Rasmussen-Boyd,8565,9034,809,120
cUMgqYZ4qJe,Exploring New Restaurants in NYC #2208,A detailed review of new restaurants in NYC.,2024-04-01T16:00:00,Aguilar Inc,496314,8073,271,791
AdLUY1UcyjV,Exploring New Restaurants in NYC #2209,A detailed review of new restaurants in NYC.,2024-04-01T17:00:00,Alvarez-Price,891895,7002,176,349
6K6K26Bu3xS,Exploring New Restaurants in NYC #2210,A detailed review of new restaurants in NYC.,2024-04-01T18:00:00,"Haynes, Jordan and Harris",407567,1538,768,373
nDL8EKNtkru,Exploring New Restaurants in NYC #2211,A detailed review of new restaurants in NYC.,2024-04-01T19:00:00,Ballard-Smith,510988,3125,952,262
nE8d5FeyERu,Exploring New Restaurants in NYC #2212,A detailed review of new restaurants in NYC.,2024-04-01T20:00:00,Lane-Powell,944115,8851,218,922
BpxgRIXL0lq,Exploring New Restaurants in NYC #2213,A detailed review of new restaurants in NYC.,2024-04-01T21:00:00,Espinoza-Blackburn,422060,1969,525,421
6iHbCEEPDvG,Exploring New Restaurants in NYC #2214,A detailed review of new restaurants in NYC.,2024-04-01T22:00:00,Murphy-Berry,554181,5156,402,832
5o16CWVummu,Exploring New Restaurants in NYC #2215,A detailed review of new restaurants in NYC.,2024-04-01T23:00:00,"Garcia, Guzman and Hart",418700,4300,568,979
ewgMhFG46Ud,Exploring New Restaurants in NYC #2216,A detailed review of new restaurants in NYC.,2024-04-02T00:00:00,"Charles, Davis and Cook",418194,4174,613,299
GVOboEX75UB,Exploring New Restaurants in NYC #2217,A detailed review of new restaurants in NYC.,2024-04-02T01:00:00,"Santiago, Rodriguez and Owens",592524,2549,574,727
ArgdufhJuoC,Exploring New Restaurants in NYC #2218,A detailed review of new restaurants in NYC.,2024-04-02T02:00:00,Hernandez-Reed,703682,8704,575,361
YMTPZvlippA,Exploring New Restaurants in NYC #2219,A detailed review of new restaurants in NYC.,2024-04-02T03:00:00,Wilson-Mendez,799498,7144,223,874
nJJz68GqdrC,Exploring New Restaurants in NYC #2220,A detailed review of new restaurants in NYC.,2024-04-02T04:00:00,Santos Ltd,113522,8711,215,631
yKitGxm2gBA,Exploring New Restaurants in NYC #2221,A detailed review of new restaurants in NYC.,2024-04-02T05:00:00,"Smith, Allen and Dennis",409736,2822,538,514
TZ44fczR9YA,Exploring New Restaurants in NYC #2222,A detailed review of new restaurants in NYC.,2024-04-02T06:00:00,May LLC,953404,4168,570,68
bFm73CW1sNj,Exploring New Restaurants in NYC #2223,A detailed review of new restaurants in NYC.,2024-04-02T07:00:00,Fletcher-Williams,585050,3421,612,973
1QfYnan1Ge7,Exploring New Restaurants in NYC #2224,A detailed review of new restaurants in NYC.,2024-04-02T08:00:00,"Simpson, Collier and Vance",212856,9442,701,829
j0BliFApbai,Exploring New Restaurants in NYC #2225,A detailed review of new restaurants in NYC.,2024-04-02T09:00:00,"Allen, Hensley and Hernandez",498241,7250,391,549
7SIYYZr8LRh,Exploring New Restaurants in NYC #2226,A detailed review of new restaurants in NYC.,2024-04-02T10:00:00,"Lopez, Erickson and Turner",560559,7625,751,14
fNqPFRUHdsP,Exploring New Restaurants in NYC #2227,A detailed review of new restaurants in NYC.,2024-04-02T11:00:00,Gonzalez Inc,255560,7117,47,117
Nd66eui7iC2,Exploring New Restaurants in NYC #2228,A detailed review of new restaurants in NYC.,2024-04-02T12:00:00,Butler-Gonzales,931923,8655,594,870
265BUvp750Q,Exploring New Restaurants in NYC #2229,A detailed review of new restaurants in NYC.,2024-04-02T13:00:00,Harrell and Sons,787556,9846,936,251
l12zub76IuP,Exploring New Restaurants in NYC #2230,A detailed review of new restaurants in NYC.,2024-04-02T14:00:00,Edwards-Steele,279039,2459,569,96
gIedEQSVcYU,Exploring New Restaurants in NYC #2231,A detailed review of new restaurants in NYC.,2024-04-02T15:00:00,Allison-Hill,991865,1659,872,223
vFXQBvSgufZ,Exploring New Restaurants in NYC #2232,A detailed review of new restaurants in NYC.,2024-04-02T16:00:00,Singh PLC,80209,6593,732,409
mGD8vlSjksS,Exploring New Restaurants in NYC #2233,A detailed review of new restaurants in NYC.,2024-04-02T17:00:00,"Shaw, Morton and Aguirre",205123,9201,733,0
h9i693XpQxm,Exploring New Restaurants in NYC #2234,A detailed review of new restaurants in NYC.,2024-04-02T18:00:00,"Cohen, Sheppard and Rush",878358,1640,182,604
RrMJTkDAHLy,Exploring New Restaurants in NYC #2235,A detailed review of new restaurants in NYC.,2024-04-02T19:00:00,Myers and Sons,129719,2876,886,890
bM6RVnS2sEW,Exploring New Restaurants in NYC #2236,A detailed review of new restaurants in NYC.,2024-04-02T20:00:00,Cochran and Sons,235357,8945,480,128
28e5R182Itr,Exploring New Restaurants in NYC #2237,A detailed review of new restaurants in NYC.,2024-04-02T21:00:00,"Burns, Moore and Aguirre",143707,7919,667,293
xIyC3x2IHZ2,Exploring New Restaurants in NYC #2238,A detailed review of new restaurants in NYC.,2024-04-02T22:00:00,Blankenship and Sons,112476,435,649,651
ynGs3mGGGAa,Exploring New Restaurants in NYC #2239,A detailed review of new restaurants in NYC.,2024-04-02T23:00:00,"Thompson, Arnold and Owens",583009,3287,700,364
eX1cteTemCs,Exploring New Restaurants in NYC #2240,A detailed review of new restaurants in NYC.,2024-04-03T00:00:00,Smith Group,698471,3102,96,731
TLlA98wqzQ5,Exploring New Restaurants in NYC #2241,A detailed review of new restaurants in NYC.,2024-04-03T01:00:00,"Pace, Harrington and Vega",6853,6306,986,526
h42UAEFOi7t,Exploring New Restaurants in NYC #2242,A detailed review of new restaurants in NYC.,2024-04-03T02:00:00,"Graves, Meza and Nixon",417790,4383,912,214
lc6qMRLJUfa,Exploring New Restaurants in NYC #2243,A detailed review of new restaurants in NYC.,2024-04-03T03:00:00,Baker-Hall,298543,690,556,571
KYPed9LTLNq,Exploring New Restaurants in NYC #2244,A detailed review of new restaurants in NYC.,2024-04-03T04:00:00,Woodard-Mitchell,231146,6686,87,30
